protocol,evaluation_id,split_contract,cut70_row,cut85_row,train_rows,calibration_rows,test_rows,train_fraction,calibration_fraction,test_fraction,timestamp_safe,train_attack_type_count,seen_test_attack_type_count,novel_test_attack_type_count,seen_attack_rows,novel_attack_rows,primary_threshold,calibration_empirical_fpr,test_benign_fpr,seen_temporal_accuracy,seen_temporal_precision,seen_temporal_recall,seen_temporal_f1,seen_temporal_balanced_accuracy,seen_temporal_mcc,seen_temporal_test_fpr,seen_temporal_auc,seen_temporal_tn,seen_temporal_fp,seen_temporal_fn,seen_temporal_tp,combined_recall,combined_precision,combined_f1,combined_test_fpr,combined_auc,novel_diagnostic_recall,seen_attack_rows_hash_seen_in_train,seen_attack_rows_hash_novel_to_train,seen_attack_recall_hash_seen_in_train,seen_attack_recall_hash_novel_to_train,fit_seconds,status,exclusion_reason
terminal_70_15_15,terminal_70_15_15,timestamp_safe_approximately_70_15_15,2100000,2550000,2100000,450000,450000,0.7,0.15,0.15,True,17,0,4,0,7560,0.017330838367342952,0.009550937962571072,0.004411897658439562,,,,,,,,,,,,,0.005555555555555556,0.02106318956870612,0.008792128951224618,0.004411897658439562,0.8733829182709256,0.005555555555555556,0,0,,,13.020053400003235,no_seen_attack_rows,zero_seen_attack_rows_in_test
