dataset,seed,method,metric,value,source_summary
CICIoV2024,43,centralized,recall,0.9999638623879734,experiments/02_multiseed/results/CICIoV2024/seed_43/centralized/centralized_xgboost_CICIoV2024_summary.json
CICIoV2024,43,centralized,f1,0.9999638623879734,experiments/02_multiseed/results/CICIoV2024/seed_43/centralized/centralized_xgboost_CICIoV2024_summary.json
CICIoV2024,43,centralized,roc_auc,0.9999999763756275,experiments/02_multiseed/results/CICIoV2024/seed_43/centralized/centralized_xgboost_CICIoV2024_summary.json
CICIoV2024,43,nondp,accuracy,0.9999952658912197,experiments/02_multiseed/results/CICIoV2024/seed_43/nondp_local_10/iov_global_server_ensemble_summary.json
CICIoV2024,43,nondp,precision,1.0,experiments/02_multiseed/results/CICIoV2024/seed_43/nondp_local_10/iov_global_server_ensemble_summary.json
CICIoV2024,43,nondp,recall,0.9999638623879734,experiments/02_multiseed/results/CICIoV2024/seed_43/nondp_local_10/iov_global_server_ensemble_summary.json
CICIoV2024,43,nondp,f1,0.9999819308674991,experiments/02_multiseed/results/CICIoV2024/seed_43/nondp_local_10/iov_global_server_ensemble_summary.json
CICIoV2024,43,nondp,roc_auc,0.9999999763756275,experiments/02_multiseed/results/CICIoV2024/seed_43/nondp_local_10/iov_global_server_ensemble_summary.json
CICIoV2024,43,dp,accuracy,0.9998579767365895,experiments/02_multiseed/results/CICIoV2024/seed_43/full_dp/global_ensemble_summary.json
CICIoV2024,43,dp,precision,0.9989530685920578,experiments/02_multiseed/results/CICIoV2024/seed_43/full_dp/global_ensemble_summary.json
CICIoV2024,43,dp,recall,0.9999638623879734,experiments/02_multiseed/results/CICIoV2024/seed_43/full_dp/global_ensemble_summary.json
CICIoV2024,43,dp,f1,0.9994582099255942,experiments/02_multiseed/results/CICIoV2024/seed_43/full_dp/global_ensemble_summary.json
CICIoV2024,43,dp,roc_auc,0.9999913782852506,experiments/02_multiseed/results/CICIoV2024/seed_43/full_dp/global_ensemble_summary.json
CICIoV2024,44,centralized,accuracy,0.9999857976736589,experiments/02_multiseed/results/CICIoV2024/seed_44/centralized/centralized_xgboost_CICIoV2024_summary.json
CICIoV2024,44,centralized,precision,1.0,experiments/02_multiseed/results/CICIoV2024/seed_44/centralized/centralized_xgboost_CICIoV2024_summary.json
CICIoV2024,44,centralized,recall,0.9998915871639202,experiments/02_multiseed/results/CICIoV2024/seed_44/centralized/centralized_xgboost_CICIoV2024_summary.json
CICIoV2024,44,centralized,f1,0.9999457906434651,experiments/02_multiseed/results/CICIoV2024/seed_44/centralized/centralized_xgboost_CICIoV2024_summary.json
CICIoV2024,44,centralized,roc_auc,0.9999999362141941,experiments/02_multiseed/results/CICIoV2024/seed_44/centralized/centralized_xgboost_CICIoV2024_summary.json
CICIoV2024,44,nondp,accuracy,0.9999857976736589,experiments/02_multiseed/results/CICIoV2024/seed_44/nondp_local_10/iov_global_server_ensemble_summary.json
CICIoV2024,44,nondp,precision,1.0,experiments/02_multiseed/results/CICIoV2024/seed_44/nondp_local_10/iov_global_server_ensemble_summary.json
CICIoV2024,44,nondp,recall,0.9998915871639202,experiments/02_multiseed/results/CICIoV2024/seed_44/nondp_local_10/iov_global_server_ensemble_summary.json
CICIoV2024,44,nondp,f1,0.9999457906434651,experiments/02_multiseed/results/CICIoV2024/seed_44/nondp_local_10/iov_global_server_ensemble_summary.json
CICIoV2024,44,nondp,roc_auc,0.9999999362141943,experiments/02_multiseed/results/CICIoV2024/seed_44/nondp_local_10/iov_global_server_ensemble_summary.json
CICIoV2024,44,dp,accuracy,0.9996118030800112,experiments/02_multiseed/results/CICIoV2024/seed_44/full_dp/global_ensemble_summary.json
CICIoV2024,44,dp,precision,0.9971529479602134,experiments/02_multiseed/results/CICIoV2024/seed_44/full_dp/global_ensemble_summary.json
CICIoV2024,44,dp,recall,0.9998915871639202,experiments/02_multiseed/results/CICIoV2024/seed_44/full_dp/global_ensemble_summary.json
CICIoV2024,44,dp,f1,0.9985203897509924,experiments/02_multiseed/results/CICIoV2024/seed_44/full_dp/global_ensemble_summary.json
CICIoV2024,44,dp,roc_auc,0.9999878291170199,experiments/02_multiseed/results/CICIoV2024/seed_44/full_dp/global_ensemble_summary.json
CICIoV2024,45,centralized,accuracy,0.9999952658912197,experiments/02_multiseed/results/CICIoV2024/seed_45/centralized/centralized_xgboost_CICIoV2024_summary.json
CICIoV2024,45,centralized,precision,1.0,experiments/02_multiseed/results/CICIoV2024/seed_45/centralized/centralized_xgboost_CICIoV2024_summary.json
CICIoV2024,45,centralized,recall,0.9999638623879734,experiments/02_multiseed/results/CICIoV2024/seed_45/centralized/centralized_xgboost_CICIoV2024_summary.json
CICIoV2024,45,centralized,f1,0.9999819308674991,experiments/02_multiseed/results/CICIoV2024/seed_45/centralized/centralized_xgboost_CICIoV2024_summary.json
CICIoV2024,45,centralized,roc_auc,0.9999999748006694,experiments/02_multiseed/results/CICIoV2024/seed_45/centralized/centralized_xgboost_CICIoV2024_summary.json
CICIoV2024,45,nondp,accuracy,0.9999857976736589,experiments/02_multiseed/results/CICIoV2024/seed_45/nondp_local_10/iov_global_server_ensemble_summary.json
CICIoV2024,45,nondp,precision,1.0,experiments/02_multiseed/results/CICIoV2024/seed_45/nondp_local_10/iov_global_server_ensemble_summary.json
CICIoV2024,45,nondp,recall,0.9998915871639202,experiments/02_multiseed/results/CICIoV2024/seed_45/nondp_local_10/iov_global_server_ensemble_summary.json
CICIoV2024,45,nondp,f1,0.9999457906434651,experiments/02_multiseed/results/CICIoV2024/seed_45/nondp_local_10/iov_global_server_ensemble_summary.json
CICIoV2024,45,nondp,roc_auc,0.9999999244020079,experiments/02_multiseed/results/CICIoV2024/seed_45/nondp_local_10/iov_global_server_ensemble_summary.json
CICIoV2024,45,dp,accuracy,0.9999857976736589,experiments/02_multiseed/results/CICIoV2024/seed_45/full_dp/global_ensemble_summary.json
CICIoV2024,45,dp,precision,1.0,experiments/02_multiseed/results/CICIoV2024/seed_45/full_dp/global_ensemble_summary.json
CICIoV2024,45,dp,recall,0.9998915871639202,experiments/02_multiseed/results/CICIoV2024/seed_45/full_dp/global_ensemble_summary.json
CICIoV2024,45,dp,f1,0.9999457906434651,experiments/02_multiseed/results/CICIoV2024/seed_45/full_dp/global_ensemble_summary.json
CICIoV2024,45,dp,roc_auc,0.999999975981888,experiments/02_multiseed/results/CICIoV2024/seed_45/full_dp/global_ensemble_summary.json
CICIoV2024,46,centralized,accuracy,0.9999952658912197,experiments/02_multiseed/results/CICIoV2024/seed_46/centralized/centralized_xgboost_CICIoV2024_summary.json
CICIoV2024,46,centralized,precision,1.0,experiments/02_multiseed/results/CICIoV2024/seed_46/centralized/centralized_xgboost_CICIoV2024_summary.json
CICIoV2024,46,centralized,recall,0.9999638623879734,experiments/02_multiseed/results/CICIoV2024/seed_46/centralized/centralized_xgboost_CICIoV2024_summary.json
CICIoV2024,46,centralized,f1,0.9999819308674991,experiments/02_multiseed/results/CICIoV2024/seed_46/centralized/centralized_xgboost_CICIoV2024_summary.json
CICIoV2024,46,centralized,roc_auc,0.9999999783443252,experiments/02_multiseed/results/CICIoV2024/seed_46/centralized/centralized_xgboost_CICIoV2024_summary.json
CICIoV2024,46,nondp,accuracy,0.9999905317824394,experiments/02_multiseed/results/CICIoV2024/seed_46/nondp_local_10/iov_global_server_ensemble_summary.json
CICIoV2024,46,nondp,precision,1.0,experiments/02_multiseed/results/CICIoV2024/seed_46/nondp_local_10/iov_global_server_ensemble_summary.json
CICIoV2024,46,nondp,recall,0.9999277247759468,experiments/02_multiseed/results/CICIoV2024/seed_46/nondp_local_10/iov_global_server_ensemble_summary.json
CICIoV2024,46,nondp,f1,0.9999638610819992,experiments/02_multiseed/results/CICIoV2024/seed_46/nondp_local_10/iov_global_server_ensemble_summary.json
CICIoV2024,46,nondp,roc_auc,0.9999999566886504,experiments/02_multiseed/results/CICIoV2024/seed_46/nondp_local_10/iov_global_server_ensemble_summary.json
CICIoV2024,46,dp,accuracy,0.9999905317824394,experiments/02_multiseed/results/CICIoV2024/seed_46/full_dp/global_ensemble_summary.json
CICIoV2024,46,dp,precision,1.0,experiments/02_multiseed/results/CICIoV2024/seed_46/full_dp/global_ensemble_summary.json
CICIoV2024,46,dp,recall,0.9999277247759468,experiments/02_multiseed/results/CICIoV2024/seed_46/full_dp/global_ensemble_summary.json
CICIoV2024,46,dp,f1,0.9999638610819992,experiments/02_multiseed/results/CICIoV2024/seed_46/full_dp/global_ensemble_summary.json
CICIoV2024,46,dp,roc_auc,0.9999999948813859,experiments/02_multiseed/results/CICIoV2024/seed_46/full_dp/global_ensemble_summary.json
CICIoV2024,47,centralized,accuracy,0.9999952658912197,experiments/02_multiseed/results/CICIoV2024/seed_47/centralized/centralized_xgboost_CICIoV2024_summary.json
CICIoV2024,47,centralized,precision,1.0,experiments/02_multiseed/results/CICIoV2024/seed_47/centralized/centralized_xgboost_CICIoV2024_summary.json
CICIoV2024,47,centralized,recall,0.9999638623879734,experiments/02_multiseed/results/CICIoV2024/seed_47/centralized/centralized_xgboost_CICIoV2024_summary.json
CICIoV2024,47,centralized,f1,0.9999819308674991,experiments/02_multiseed/results/CICIoV2024/seed_47/centralized/centralized_xgboost_CICIoV2024_summary.json
CICIoV2024,47,centralized,roc_auc,0.999999977753716,experiments/02_multiseed/results/CICIoV2024/seed_47/centralized/centralized_xgboost_CICIoV2024_summary.json
CICIoV2024,47,nondp,accuracy,0.9999905317824394,experiments/02_multiseed/results/CICIoV2024/seed_47/nondp_local_10/iov_global_server_ensemble_summary.json
CICIoV2024,47,nondp,precision,1.0,experiments/02_multiseed/results/CICIoV2024/seed_47/nondp_local_10/iov_global_server_ensemble_summary.json
CICIoV2024,47,nondp,recall,0.9999277247759468,experiments/02_multiseed/results/CICIoV2024/seed_47/nondp_local_10/iov_global_server_ensemble_summary.json
CICIoV2024,47,nondp,f1,0.9999638610819992,experiments/02_multiseed/results/CICIoV2024/seed_47/nondp_local_10/iov_global_server_ensemble_summary.json
CICIoV2024,47,nondp,roc_auc,0.9999999555074317,experiments/02_multiseed/results/CICIoV2024/seed_47/nondp_local_10/iov_global_server_ensemble_summary.json
CICIoV2024,47,dp,accuracy,0.9999905317824394,experiments/02_multiseed/results/CICIoV2024/seed_47/full_dp/global_ensemble_summary.json
CICIoV2024,47,dp,precision,1.0,experiments/02_multiseed/results/CICIoV2024/seed_47/full_dp/global_ensemble_summary.json
CICIoV2024,47,dp,recall,0.9999277247759468,experiments/02_multiseed/results/CICIoV2024/seed_47/full_dp/global_ensemble_summary.json
CICIoV2024,47,dp,f1,0.9999638610819992,experiments/02_multiseed/results/CICIoV2024/seed_47/full_dp/global_ensemble_summary.json
CICIoV2024,47,dp,roc_auc,0.9999999505856875,experiments/02_multiseed/results/CICIoV2024/seed_47/full_dp/global_ensemble_summary.json
CICIoV2024,48,centralized,accuracy,0.9999905317824394,experiments/02_multiseed/results/CICIoV2024/seed_48/centralized/centralized_xgboost_CICIoV2024_summary.json
CICIoV2024,48,centralized,precision,1.0,experiments/02_multiseed/results/CICIoV2024/seed_48/centralized/centralized_xgboost_CICIoV2024_summary.json
CICIoV2024,48,centralized,recall,0.9999277247759468,experiments/02_multiseed/results/CICIoV2024/seed_48/centralized/centralized_xgboost_CICIoV2024_summary.json
CICIoV2024,48,centralized,f1,0.9999638610819992,experiments/02_multiseed/results/CICIoV2024/seed_48/centralized/centralized_xgboost_CICIoV2024_summary.json
CICIoV2024,48,centralized,roc_auc,0.9999999539324735,experiments/02_multiseed/results/CICIoV2024/seed_48/centralized/centralized_xgboost_CICIoV2024_summary.json
CICIoV2024,48,nondp,accuracy,0.9999905317824394,experiments/02_multiseed/results/CICIoV2024/seed_48/nondp_local_10/iov_global_server_ensemble_summary.json
CICIoV2024,48,nondp,precision,1.0,experiments/02_multiseed/results/CICIoV2024/seed_48/nondp_local_10/iov_global_server_ensemble_summary.json
CICIoV2024,48,nondp,recall,0.9999277247759468,experiments/02_multiseed/results/CICIoV2024/seed_48/nondp_local_10/iov_global_server_ensemble_summary.json
CICIoV2024,48,nondp,f1,0.9999638610819992,experiments/02_multiseed/results/CICIoV2024/seed_48/nondp_local_10/iov_global_server_ensemble_summary.json
CICIoV2024,48,nondp,roc_auc,0.9999999539324735,experiments/02_multiseed/results/CICIoV2024/seed_48/nondp_local_10/iov_global_server_ensemble_summary.json
CICIoV2024,48,dp,accuracy,0.9996307395151326,experiments/02_multiseed/results/CICIoV2024/seed_48/full_dp/global_ensemble_summary.json
CICIoV2024,48,dp,precision,0.9972608664311973,experiments/02_multiseed/results/CICIoV2024/seed_48/full_dp/global_ensemble_summary.json
CICIoV2024,48,dp,recall,0.9999277247759468,experiments/02_multiseed/results/CICIoV2024/seed_48/full_dp/global_ensemble_summary.json
CICIoV2024,48,dp,f1,0.9985925150673066,experiments/02_multiseed/results/CICIoV2024/seed_48/full_dp/global_ensemble_summary.json
CICIoV2024,48,dp,roc_auc,0.9999931286543843,experiments/02_multiseed/results/CICIoV2024/seed_48/full_dp/global_ensemble_summary.json
CICIoV2024,49,centralized,accuracy,0.9999857976736589,experiments/02_multiseed/results/CICIoV2024/seed_49/centralized/centralized_xgboost_CICIoV2024_summary.json
CICIoV2024,49,centralized,precision,1.0,experiments/02_multiseed/results/CICIoV2024/seed_49/centralized/centralized_xgboost_CICIoV2024_summary.json
CICIoV2024,49,centralized,recall,0.9998915871639202,experiments/02_multiseed/results/CICIoV2024/seed_49/centralized/centralized_xgboost_CICIoV2024_summary.json
CICIoV2024,49,centralized,f1,0.9999457906434651,experiments/02_multiseed/results/CICIoV2024/seed_49/centralized/centralized_xgboost_CICIoV2024_summary.json
CICIoV2024,49,centralized,roc_auc,0.9999999326705383,experiments/02_multiseed/results/CICIoV2024/seed_49/centralized/centralized_xgboost_CICIoV2024_summary.json
CICIoV2024,49,nondp,accuracy,0.9999857976736589,experiments/02_multiseed/results/CICIoV2024/seed_49/nondp_local_10/iov_global_server_ensemble_summary.json
CICIoV2024,49,nondp,precision,1.0,experiments/02_multiseed/results/CICIoV2024/seed_49/nondp_local_10/iov_global_server_ensemble_summary.json
CICIoV2024,49,nondp,recall,0.9998915871639202,experiments/02_multiseed/results/CICIoV2024/seed_49/nondp_local_10/iov_global_server_ensemble_summary.json
CICIoV2024,49,nondp,f1,0.9999457906434651,experiments/02_multiseed/results/CICIoV2024/seed_49/nondp_local_10/iov_global_server_ensemble_summary.json
CICIoV2024,49,nondp,roc_auc,0.9999999326705383,experiments/02_multiseed/results/CICIoV2024/seed_49/nondp_local_10/iov_global_server_ensemble_summary.json
CICIoV2024,49,dp,accuracy,0.9999857976736589,experiments/02_multiseed/results/CICIoV2024/seed_49/full_dp/global_ensemble_summary.json
CICIoV2024,49,dp,precision,1.0,experiments/02_multiseed/results/CICIoV2024/seed_49/full_dp/global_ensemble_summary.json
CICIoV2024,49,dp,recall,0.9998915871639202,experiments/02_multiseed/results/CICIoV2024/seed_49/full_dp/global_ensemble_summary.json
CICIoV2024,49,dp,f1,0.9999457906434651,experiments/02_multiseed/results/CICIoV2024/seed_49/full_dp/global_ensemble_summary.json
CICIoV2024,49,dp,roc_auc,0.999999920858352,experiments/02_multiseed/results/CICIoV2024/seed_49/full_dp/global_ensemble_summary.json
CICIoV2024,50,centralized,accuracy,0.9999810635648786,experiments/02_multiseed/results/CICIoV2024/seed_50/centralized/centralized_xgboost_CICIoV2024_summary.json
CICIoV2024,50,centralized,precision,1.0,experiments/02_multiseed/results/CICIoV2024/seed_50/centralized/centralized_xgboost_CICIoV2024_summary.json
CICIoV2024,50,centralized,recall,0.9998554495518936,experiments/02_multiseed/results/CICIoV2024/seed_50/centralized/centralized_xgboost_CICIoV2024_summary.json
CICIoV2024,50,centralized,f1,0.9999277195518612,experiments/02_multiseed/results/CICIoV2024/seed_50/centralized/centralized_xgboost_CICIoV2024_summary.json
CICIoV2024,50,centralized,roc_auc,0.9999999094399055,experiments/02_multiseed/results/CICIoV2024/seed_50/centralized/centralized_xgboost_CICIoV2024_summary.json
CICIoV2024,50,nondp,accuracy,0.9999763294560983,experiments/02_multiseed/results/CICIoV2024/seed_50/nondp_local_10/iov_global_server_ensemble_summary.json
CICIoV2024,50,nondp,precision,1.0,experiments/02_multiseed/results/CICIoV2024/seed_50/nondp_local_10/iov_global_server_ensemble_summary.json
CICIoV2024,50,nondp,recall,0.9998193119398671,experiments/02_multiseed/results/CICIoV2024/seed_50/nondp_local_10/iov_global_server_ensemble_summary.json
CICIoV2024,50,nondp,f1,0.9999096478071523,experiments/02_multiseed/results/CICIoV2024/seed_50/nondp_local_10/iov_global_server_ensemble_summary.json
CICIoV2024,50,nondp,roc_auc,0.9999999094399055,experiments/02_multiseed/results/CICIoV2024/seed_50/nondp_local_10/iov_global_server_ensemble_summary.json
CICIoV2024,50,dp,accuracy,0.9998532426278091,experiments/02_multiseed/results/CICIoV2024/seed_50/full_dp/global_ensemble_summary.json
CICIoV2024,50,dp,precision,0.9990611345827466,experiments/02_multiseed/results/CICIoV2024/seed_50/full_dp/global_ensemble_summary.json
CICIoV2024,50,dp,recall,0.9998193119398671,experiments/02_multiseed/results/CICIoV2024/seed_50/full_dp/global_ensemble_summary.json
CICIoV2024,50,dp,f1,0.999440079472591,experiments/02_multiseed/results/CICIoV2024/seed_50/full_dp/global_ensemble_summary.json
CICIoV2024,50,dp,roc_auc,0.9999951255044711,experiments/02_multiseed/results/CICIoV2024/seed_50/full_dp/global_ensemble_summary.json
CICIoV2024,51,centralized,accuracy,0.9999810635648786,experiments/02_multiseed/results/CICIoV2024/seed_51/centralized/centralized_xgboost_CICIoV2024_summary.json
CICIoV2024,51,centralized,precision,0.9999277247759468,experiments/02_multiseed/results/CICIoV2024/seed_51/centralized/centralized_xgboost_CICIoV2024_summary.json
CICIoV2024,51,centralized,recall,0.9999277247759468,experiments/02_multiseed/results/CICIoV2024/seed_51/centralized/centralized_xgboost_CICIoV2024_summary.json
CICIoV2024,51,centralized,f1,0.9999277247759468,experiments/02_multiseed/results/CICIoV2024/seed_51/centralized/centralized_xgboost_CICIoV2024_summary.json
CICIoV2024,51,centralized,roc_auc,0.999999953538734,experiments/02_multiseed/results/CICIoV2024/seed_51/centralized/centralized_xgboost_CICIoV2024_summary.json
CICIoV2024,51,nondp,accuracy,0.9999905317824394,experiments/02_multiseed/results/CICIoV2024/seed_51/nondp_local_10/iov_global_server_ensemble_summary.json
CICIoV2024,51,nondp,precision,1.0,experiments/02_multiseed/results/CICIoV2024/seed_51/nondp_local_10/iov_global_server_ensemble_summary.json
CICIoV2024,51,nondp,recall,0.9999277247759468,experiments/02_multiseed/results/CICIoV2024/seed_51/nondp_local_10/iov_global_server_ensemble_summary.json
CICIoV2024,51,nondp,f1,0.9999638610819992,experiments/02_multiseed/results/CICIoV2024/seed_51/nondp_local_10/iov_global_server_ensemble_summary.json
CICIoV2024,51,nondp,roc_auc,0.999999953538734,experiments/02_multiseed/results/CICIoV2024/seed_51/nondp_local_10/iov_global_server_ensemble_summary.json
CICIoV2024,51,dp,accuracy,0.9997680286697628,experiments/02_multiseed/results/CICIoV2024/seed_51/full_dp/global_ensemble_summary.json
CICIoV2024,51,dp,precision,0.9983402489626556,experiments/02_multiseed/results/CICIoV2024/seed_51/full_dp/global_ensemble_summary.json
CICIoV2024,51,dp,recall,0.9998915871639202,experiments/02_multiseed/results/CICIoV2024/seed_51/full_dp/global_ensemble_summary.json
CICIoV2024,51,dp,f1,0.9991153158683446,experiments/02_multiseed/results/CICIoV2024/seed_51/full_dp/global_ensemble_summary.json
CICIoV2024,51,dp,roc_auc,0.9999894404960952,experiments/02_multiseed/results/CICIoV2024/seed_51/full_dp/global_ensemble_summary.json
